"iyear","country_txt","latitude","longitude","attacktype1_txt","nkill"
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Cyprus",34.707332,33.023397,"Assassination",0
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"Spain",42.815372,-1.653616,"Facility/Infrastructure Attack",NA
1975,"Spain",41.400635,2.150913,"Armed Assault",NA
1975,"Spain",41.560953,2.01044,"Bombing/Explosion",NA
1975,"Spain",28.475562,-16.267372,"Armed Assault",0
1975,"Spain",43.378918,-2.983002,"Bombing/Explosion",NA
1975,"France",45.764043,4.835659,"Bombing/Explosion",0
1975,"West Germany (FRG)",49.898814,10.902764,"Bombing/Explosion",0
1975,"Cyprus",34.707332,33.023397,"Bombing/Explosion",0
1975,"West Germany (FRG)",49.008085,8.403756,"Bombing/Explosion",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"France",48.856644,2.34233,"Bombing/Explosion",0
1975,"United Kingdom",54.42071,-6.443767,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Spain",40.465595,-3.696263,"Bombing/Explosion",0
1975,"Spain",28.291564,-16.62913,"Armed Assault",NA
1975,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",2
1975,"United Kingdom",54.607712,-5.95621,"Assassination",2
1975,"United Kingdom",54.65548,-5.674815,"Bombing/Explosion",1
1975,"Spain",43.192866,-3.196942,"Bombing/Explosion",NA
1975,"Spain",42.815372,-1.653616,"Bombing/Explosion",NA
1975,"Spain",43.31137,-3.055952,"Bombing/Explosion",NA
1975,"Spain",43.066932,-2.167393,"Bombing/Explosion",0
1975,"Spain",43.317073,-2.678975,"Bombing/Explosion",NA
1975,"Spain",43.317073,-2.678975,"Bombing/Explosion",NA
1975,"Spain",43.317073,-2.678975,"Bombing/Explosion",NA
1975,"Spain",43.258434,-2.921819,"Bombing/Explosion",NA
1975,"Spain",43.054361,-2.333641,"Bombing/Explosion",NA
1975,"Spain",43.291618,-1.977903,"Assassination",1
1975,"France",45.764043,4.835659,"Assassination",0
1975,"Spain",43.236922,-2.149008,"Bombing/Explosion",NA
1975,"Spain",43.280364,-2.171588,"Bombing/Explosion",NA
1975,"Spain",43.278322,-2.126597,"Bombing/Explosion",NA
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"Spain",41.652943,-4.728381,"Facility/Infrastructure Attack",NA
1975,"Spain",39.470239,-0.376805,"Bombing/Explosion",NA
1975,"United Kingdom",54.42071,-6.443767,"Assassination",1
1975,"United Kingdom",54.713641,-5.808233,"Assassination",1
1975,"United Kingdom",54.42071,-6.443767,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",2
1975,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",5
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"West Germany (FRG)",52.50153,13.401851,"Armed Assault",NA
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.751202,-5.71626,"Hostage Taking (Kidnapping)",2
1975,"France",48.856644,2.34233,"Bombing/Explosion",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",6
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.414416,-6.976641,"Assassination",1
1975,"United Kingdom",54.50853,-6.763131,"Assassination",3
1975,"Sweden",59.332788,18.064488,"Hostage Taking (Barricade Incident)",3
1975,"United Kingdom",54.42071,-6.443767,"Assassination",1
1975,"United Kingdom",54.463367,-6.328597,"Armed Assault",3
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"West Germany (FRG)",52.50153,13.401851,"Bombing/Explosion",NA
1975,"West Germany (FRG)",49.477613,8.445092,"Bombing/Explosion",NA
1975,"West Germany (FRG)",49.993038,8.247247,"Bombing/Explosion",NA
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"Spain",39.470239,-0.376805,"Facility/Infrastructure Attack",NA
1975,"West Germany (FRG)",52.50153,13.401851,"Bombing/Explosion",NA
1975,"West Germany (FRG)",49.477613,8.445092,"Bombing/Explosion",NA
1975,"West Germany (FRG)",49.993038,8.247247,"Bombing/Explosion",NA
1975,"Spain",40.465595,-3.696263,"Bombing/Explosion",NA
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"Spain",41.400635,2.150913,"Armed Assault",NA
1975,"Spain",41.400635,2.150913,"Facility/Infrastructure Attack",NA
1975,"Spain",39.470239,-0.376805,"Facility/Infrastructure Attack",NA
1975,"Spain",42.815372,-1.653616,"Facility/Infrastructure Attack",NA
1975,"Spain",43.230556,-2.845833,"Bombing/Explosion",NA
1975,"Spain",40.465595,-3.696263,"Bombing/Explosion",NA
1975,"Spain",41.400635,2.150913,"Facility/Infrastructure Attack",NA
1975,"Spain",40.465595,-3.696263,"Armed Assault",NA
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"France",47.914709,7.537626,"Bombing/Explosion",0
1975,"Spain",41.652943,-4.728381,"Armed Assault",NA
1975,"Spain",41.652943,-4.728381,"Armed Assault",NA
1975,"Spain",41.652943,-4.728381,"Armed Assault",NA
1975,"Spain",43.317073,-2.678975,"Assassination",1
1975,"Italy",41.890961,12.490069,"Hostage Taking (Kidnapping)",0
1975,"Spain",43.258434,-2.921819,"Assassination",1
1975,"France",48.856644,2.34233,"Bombing/Explosion",0
1975,"Spain",43.258434,-2.921819,"Armed Assault",0
1975,"Spain",43.258434,-2.921819,"Armed Assault",NA
1975,"Spain",43.258434,-2.921819,"Armed Assault",NA
1975,"Spain",43.258434,-2.921819,"Armed Assault",NA
1975,"United Kingdom",55.011562,-7.312045,"Assassination",1
1975,"Spain",40.465595,-3.696263,"Bombing/Explosion",0
1975,"Spain",40.465595,-3.696263,"Bombing/Explosion",0
1975,"Spain",43.291618,-1.977903,"Armed Assault",0
1975,"Spain",43.317073,-2.678975,"Assassination",1
1975,"Spain",41.400635,2.150913,"Facility/Infrastructure Attack",0
1975,"United Kingdom",54.255696,-5.948804,"Armed Assault",1
1975,"France",43.359399,-1.766148,"Bombing/Explosion",0
1975,"France",48.856644,2.34233,"Bombing/Explosion",NA
1975,"France",48.856644,2.34233,"Bombing/Explosion",NA
1975,"France",43.696036,7.265592,"Bombing/Explosion",0
1975,"France",48.856644,2.34233,"Bombing/Explosion",0
1975,"United Kingdom",54.671804,-5.957181,"Bombing/Explosion",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",2
1975,"United Kingdom",54.818983,-6.663403,"Bombing/Explosion",1
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"United Kingdom",54.717441,-7.232568,"Assassination",1
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"United Kingdom",54.471741,-7.635635,"Assassination",1
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"France",49.49437,0.107929,"Assassination",0
1975,"Spain",37.38264,-5.996295,"Facility/Infrastructure Attack",NA
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"Ireland",53.993847,-6.396594,"Hostage Taking (Kidnapping)",1
1975,"Spain",41.400635,2.150913,"Bombing/Explosion",0
1975,"Spain",39.470239,-0.376805,"Facility/Infrastructure Attack",0
1975,"France",43.483152,-1.558626,"Armed Assault",0
1975,"United Kingdom",54.418875,-8.088046,"Assassination",1
1975,"Italy",41.890961,12.490069,"Bombing/Explosion",0
1975,"Italy",41.890961,12.490069,"Facility/Infrastructure Attack",0
1975,"Italy",41.890961,12.490069,"Bombing/Explosion",0
1975,"United Kingdom",54.673252,-7.627484,"Assassination",3
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",0
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",0
1975,"France",48.856644,2.34233,"Bombing/Explosion",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Spain",NA,NA,"Assassination",1
1975,"Spain",41.400635,2.150913,"Armed Assault",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Ireland",51.903347,-8.48825,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",2
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"France",48.856644,2.34233,"Bombing/Explosion",0
1975,"Spain",42.231356,-8.712447,"Armed Assault",0
1975,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.713382,-6.216761,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",2
1975,"Ireland",53.252173,-6.665464,"Armed Assault",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Spain",NA,NA,"Armed Assault",NA
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Spain",43.295562,-2.353894,"Assassination",1
1975,"West Germany (FRG)",49.008085,8.403756,"Facility/Infrastructure Attack",0
1975,"United Kingdom",54.463367,-6.328597,"Bombing/Explosion",1
1975,"Spain",40.465595,-3.696263,"Armed Assault",1
1975,"Spain",41.400635,2.150913,"Facility/Infrastructure Attack",NA
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Spain",40.465595,-3.696263,"Assassination",1
1975,"United Kingdom",54.081638,-6.448779,"Bombing/Explosion",4
1975,"Spain",41.400635,2.150913,"Facility/Infrastructure Attack",NA
1975,"Spain",40.465595,-3.696263,"Assassination",1
1975,"Spain",41.400635,2.150913,"Facility/Infrastructure Attack",NA
1975,"France",48.856644,2.34233,"Bombing/Explosion",0
1975,"France",50.692705,3.177847,"Bombing/Explosion",0
1975,"France",45.764043,4.835659,"Bombing/Explosion",0
1975,"United Kingdom",54.927953,-6.925873,"Armed Assault",1
1975,"United Kingdom",54.463367,-6.328597,"Assassination",1
1975,"France",41.930607,8.742907,"Bombing/Explosion",0
1975,"Spain",41.400635,2.150913,"Armed Assault",3
1975,"Spain",40.465595,-3.696263,"Armed Assault",0
1975,"Spain",43.271382,-2.049934,"Assassination",1
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",1
1975,"Spain",39.470239,-0.376805,"Armed Assault",NA
1975,"United Kingdom",54.183052,-6.341388,"Assassination",5
1975,"United Kingdom",51.28156,-0.071038,"Bombing/Explosion",0
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",0
1975,"United Kingdom",54.373521,-6.359509,"Assassination",2
1975,"Spain",40.465595,-3.696263,"Assassination",1
1975,"United Kingdom",54.446614,-6.690752,"Assassination",1
1975,"Spain",43.267549,-1.975814,"Assassination",1
1975,"Spain",43.258434,-2.921819,"Bombing/Explosion",0
1975,"Spain",40.465595,-3.696263,"Armed Assault",1
1975,"Spain",NA,NA,"Facility/Infrastructure Attack",0
1975,"Spain",40.465595,-3.696263,"Bombing/Explosion",0
1975,"United Kingdom",54.607712,-5.95621,"Armed Assault",2
1975,"United Kingdom",54.607712,-5.95621,"Armed Assault",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Spain",42.84964,-2.692359,"Bombing/Explosion",NA
1975,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",5
1975,"United Kingdom",54.192934,-6.576051,"Hostage Taking (Kidnapping)",1
1975,"France",48.3533,-3.872203,"Bombing/Explosion",NA
1975,"United Kingdom",54.347539,-6.656108,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Hostage Taking (Kidnapping)",1
1975,"United Kingdom",54.543446,-6.039963,"Bombing/Explosion",1
1975,"Spain",40.465595,-3.696263,"Assassination",1
1975,"Spain",39.470239,-0.376805,"Facility/Infrastructure Attack",NA
1975,"Spain",42.815372,-1.653616,"Facility/Infrastructure Attack",NA
1975,"Spain",39.470239,-0.376805,"Armed Assault",1
1975,"West Germany (FRG)",50.732674,7.096299,"Bombing/Explosion",0
1975,"Italy",41.890961,12.490069,"Bombing/Explosion",0
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",0
1975,"West Germany (FRG)",52.50153,13.401851,"Assassination",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.671804,-5.957181,"Assassination",1
1975,"Spain",39.470239,-0.376805,"Armed Assault",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.347539,-6.656108,"Bombing/Explosion",3
1975,"United Kingdom",54.192934,-6.576051,"Hostage Taking (Kidnapping)",2
1975,"France",48.113475,-1.675708,"Bombing/Explosion",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",1
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",NA
1975,"United Kingdom",54.223033,-6.486782,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",2
1975,"United Kingdom",54.291162,-6.732317,"Assassination",1
1975,"United Kingdom",54.446614,-6.690752,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.192934,-6.576051,"Armed Assault",5
1975,"United Kingdom",54.717098,-6.003242,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Spain",43.258434,-2.921819,"Bombing/Explosion",NA
1975,"United Kingdom",54.607712,-5.95621,"Assassination",2
1975,"Spain",39.470239,-0.376805,"Bombing/Explosion",NA
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",2
1975,"United Kingdom",54.787715,-6.492314,"Assassination",1
1975,"West Germany (FRG)",50.553861,9.674339,"Facility/Infrastructure Attack",NA
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.855103,-5.811254,"Bombing/Explosion",1
1975,"United Kingdom",54.411142,-6.600146,"Bombing/Explosion",1
1975,"Spain",NA,NA,"Bombing/Explosion",0
1975,"Spain",43.189944,-2.052454,"Bombing/Explosion",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Portugal",38.725299,-9.150036,"Bombing/Explosion",0
1975,"Portugal",38.725299,-9.150036,"Bombing/Explosion",0
1975,"Portugal",38.725299,-9.150036,"Bombing/Explosion",0
1975,"Spain",39.470239,-0.376805,"Facility/Infrastructure Attack",0
1975,"Spain",39.470239,-0.376805,"Facility/Infrastructure Attack",0
1975,"United Kingdom",56.208208,-3.149518,"Bombing/Explosion",0
1975,"United Kingdom",54.543446,-6.039963,"Assassination",1
1975,"West Germany (FRG)",53.553813,9.991586,"Bombing/Explosion",0
1975,"Spain",41.400635,2.150913,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Greece",37.99749,23.762728,"Bombing/Explosion",0
1975,"Spain",43.291618,-1.977903,"Bombing/Explosion",NA
1975,"Spain",40.465595,-3.696263,"Hostage Taking (Barricade Incident)",0
1975,"France",48.856644,2.34233,"Bombing/Explosion",0
1975,"Spain",43.320664,-3.020252,"Bombing/Explosion",NA
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Spain",41.400635,2.150913,"Facility/Infrastructure Attack",NA
1975,"Spain",41.400635,2.150913,"Facility/Infrastructure Attack",NA
1975,"United Kingdom",55.865627,-4.257223,"Bombing/Explosion",0
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",NA
1975,"United Kingdom",56.386618,-3.347748,"Bombing/Explosion",0
1975,"United Kingdom",54.42071,-6.443767,"Bombing/Explosion",1
1975,"France",43.604652,1.444209,"Bombing/Explosion",0
1975,"France",48.856644,2.34233,"Bombing/Explosion",0
1975,"Netherlands",52.069858,4.291111,"Bombing/Explosion",NA
1975,"Portugal",38.725299,-9.150036,"Bombing/Explosion",0
1975,"Switzerland",46.198392,6.142296,"Bombing/Explosion",0
1975,"United Kingdom",51.270337,0.523841,"Bombing/Explosion",NA
1975,"United Kingdom",56.55163,-5.30471,"Assassination",1
1975,"France",48.218878,-4.164362,"Bombing/Explosion",1
1975,"Spain",40.465595,-3.696263,"Armed Assault",0
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1975,"Spain",41.400635,2.150913,"Armed Assault",NA
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",1
1975,"Spain",40.465595,-3.696263,"Assassination",1
1975,"Spain",40.465595,-3.696263,"Assassination",1
1975,"Spain",40.465595,-3.696263,"Assassination",1
1975,"Spain",40.465595,-3.696263,"Assassination",1
1975,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",0
1975,"Spain",40.964968,-5.663025,"Facility/Infrastructure Attack",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",4
1975,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1975,"United Kingdom",54.663228,-6.276696,"Bombing/Explosion",1
1975,"United Kingdom",54.401305,-5.649401,"Bombing/Explosion",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Ireland",53.361675,-6.245485,"Hostage Taking (Kidnapping)",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1975,"Spain",43.032888,-2.411348,"Assassination",3
1975,"Spain",43.130387,-2.542155,"Assassination",1
1975,"Spain",43.032888,-2.411348,"Bombing/Explosion",NA
1975,"Ireland",53.361675,-6.245485,"Assassination",1
1975,"West Germany (FRG)",49.45052,11.08048,"Bombing/Explosion",0
1975,"Spain",41.400635,2.150913,"Facility/Infrastructure Attack",0
1975,"United Kingdom",55.050852,-6.950535,"Bombing/Explosion",1
1975,"France",48.856644,2.34233,"Assassination",0
1975,"West Germany (FRG)",49.993038,8.247247,"Bombing/Explosion",NA
1975,"West Germany (FRG)",50.11797,8.644191,"Bombing/Explosion",0
1975,"Spain",41.400635,2.150913,"Armed Assault",NA
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",NA
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",1
1975,"United Kingdom",54.077313,-6.608787,"Bombing/Explosion",1
1975,"Spain",40.465595,-3.696263,"Armed Assault",1
1975,"Spain",40.465595,-3.696263,"Armed Assault",1
1975,"France",48.856644,2.34233,"Bombing/Explosion",NA
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Armed Assault",1
1975,"Spain",42.977822,-2.642724,"Assassination",1
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",0
1975,"France",48.856644,2.34233,"Bombing/Explosion",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"West Germany (FRG)",53.553813,9.991586,"Assassination",1
1975,"Spain",43.047076,-2.204605,"Facility/Infrastructure Attack",NA
1975,"West Germany (FRG)",49.4447,7.769004,"Facility/Infrastructure Attack",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Spain",43.280364,-2.171588,"Assassination",1
1975,"West Germany (FRG)",48.139126,11.580186,"Facility/Infrastructure Attack",0
1975,"West Germany (FRG)",50.11797,8.644191,"Bombing/Explosion",0
1975,"Austria",48.208174,16.373819,"Assassination",1
1975,"United Kingdom",51.504387,-0.140041,"Assassination",1
1975,"United Kingdom",54.470773,-6.685257,"Assassination",2
1975,"France",48.856644,2.34233,"Assassination",2
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.463367,-6.328597,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.530715,-6.811011,"Unknown",1
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.411953,-6.745731,"Assassination",1
1975,"United Kingdom",54.192934,-6.576051,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Greece",37.99749,23.762728,"Facility/Infrastructure Attack",NA
1975,"United Kingdom",54.250039,-6.703625,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"West Germany (FRG)",50.940664,6.959912,"Bombing/Explosion",NA
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",1
1975,"West Germany (FRG)",50.11797,8.644191,"Facility/Infrastructure Attack",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Greece",37.99749,23.762728,"Armed Assault",0
1975,"United Kingdom",54.607712,-5.95621,"Armed Assault",1
1975,"United Kingdom",54.556491,-7.119659,"Bombing/Explosion",1
1975,"France",43.492949,-1.474841,"Bombing/Explosion",NA
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",2
1975,"United Kingdom",54.081638,-6.448779,"Bombing/Explosion",1
1975,"United Kingdom",54.05966,-6.57688,"Armed Assault",3
1975,"Spain",43.258434,-2.921819,"Facility/Infrastructure Attack",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"United Kingdom",54.594562,-6.931393,"Assassination",2
1975,"United Kingdom",55.011562,-7.312045,"Assassination",1
1975,"United Kingdom",51.504387,-0.140041,"Assassination",1
1975,"Ireland",53.361675,-6.245485,"Bombing/Explosion",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"West Germany (FRG)",48.139126,11.580186,"Bombing/Explosion",0
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Netherlands",52.85949,6.517689,"Armed Assault",3
1975,"United Kingdom",55.011562,-7.312045,"Assassination",2
1975,"Netherlands",52.370216,4.895168,"Hostage Taking (Barricade Incident)",NA
1975,"United Kingdom",51.504387,-0.140041,"Armed Assault",NA
1975,"Spain",43.054361,-2.333641,"Bombing/Explosion",0
1975,"France",48.856644,2.34233,"Bombing/Explosion",0
1975,"West Germany (FRG)",50.11797,8.644191,"Facility/Infrastructure Attack",0
1975,"United Kingdom",54.42071,-6.443767,"Bombing/Explosion",1
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Ireland",53.993847,-6.396594,"Bombing/Explosion",2
1975,"United Kingdom",54.101529,-6.526442,"Bombing/Explosion",3
1975,"West Germany (FRG)",51.213924,6.780691,"Bombing/Explosion",NA
1975,"United Kingdom",51.504387,-0.140041,"Bombing/Explosion",0
1975,"Austria",48.208174,16.373819,"Hostage Taking (Barricade Incident)",3
1975,"United Kingdom",54.607712,-5.95621,"Assassination",1
1975,"Greece",37.99749,23.762728,"Assassination",1
1975,"West Germany (FRG)",48.777106,9.180769,"Bombing/Explosion",0
1975,"United Kingdom",55.011562,-7.312045,"Bombing/Explosion",2
1975,"West Germany (FRG)",50.240054,11.323375,"Bombing/Explosion",0
1975,"United Kingdom",54.347539,-6.656108,"Armed Assault",5
1975,"West Germany (FRG)",49.4019,8.680285,"Bombing/Explosion",NA
1975,"West Germany (FRG)",50.11797,8.644191,"Bombing/Explosion",0
1975,"West Germany (FRG)",50.940664,6.959912,"Armed Assault",0
1975,"United Kingdom",54.442265,-6.60368,"Bombing/Explosion",1
1975,"United Kingdom",54.373521,-6.359509,"Bombing/Explosion",3
1976,"Portugal",38.725299,-9.150036,"Bombing/Explosion",0
1976,"West Germany (FRG)",50.11797,8.644191,"Bombing/Explosion",NA
1976,"West Germany (FRG)",48.777106,9.180769,"Bombing/Explosion",0
1976,"United Kingdom",54.223033,-6.486782,"Assassination",3
1976,"United Kingdom",54.417699,-6.36559,"Assassination",3
1976,"United Kingdom",54.62713,-6.655224,"Assassination",10
1976,"United Kingdom",54.77822,-6.557964,"Assassination",1
1976,"United Kingdom",54.607712,-5.95621,"Assassination",1
1976,"France",48.856644,2.34233,"Facility/Infrastructure Attack",0
1976,"United Kingdom",54.607712,-5.95621,"Assassination",1
1976,"Spain",NA,NA,"Hostage Taking (Kidnapping)",0
1976,"West Germany (FRG)",51.512054,7.463573,"Bombing/Explosion",0
1976,"Spain",40.465595,-3.696263,"Bombing/Explosion",NA
1976,"Spain",43.170017,-2.575197,"Hostage Taking (Kidnapping)",NA
1976,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",4
1976,"United Kingdom",54.607712,-5.95621,"Assassination",1
1976,"United Kingdom",54.692009,-6.6703,"Unknown",1
1976,"Spain",43.054198,-2.178116,"Assassination",1
1976,"United Kingdom",55.011562,-7.312045,"Assassination",1
1976,"United Kingdom",54.607712,-5.95621,"Assassination",1
1976,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",2
1976,"Spain",43.170017,-2.575197,"Hostage Taking (Kidnapping)",0
1976,"Italy",41.890961,12.490069,"Facility/Infrastructure Attack",0
1976,"United Kingdom",54.607712,-5.95621,"Assassination",1
1976,"United Kingdom",54.910864,-7.15523,"Assassination",1
1976,"United Kingdom",54.607712,-5.95621,"Armed Assault",1
1976,"United Kingdom",54.450971,-6.79434,"Assassination",1
1976,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",2
1976,"United Kingdom",54.607712,-5.95621,"Assassination",1
1976,"United Kingdom",54.42071,-6.443767,"Assassination",1
1976,"United Kingdom",54.515694,-6.055724,"Bombing/Explosion",2
1976,"Italy",38.335417,16.302073,"Armed Assault",0
1976,"United Kingdom",54.607712,-5.95621,"Armed Assault",2
1976,"Italy",41.890961,12.490069,"Armed Assault",0
1976,"United Kingdom",54.607712,-5.95621,"Assassination",1
1976,"United Kingdom",54.607712,-5.95621,"Assassination",1
1976,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1976,"Portugal",38.697276,-9.421758,"Hostage Taking (Kidnapping)",0
1976,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1976,"Ireland",53.361675,-6.245485,"Facility/Infrastructure Attack",NA
1976,"United Kingdom",53.480713,-2.234377,"Bombing/Explosion",0
1976,"France",NA,NA,"Hostage Taking (Kidnapping)",0
1976,"West Germany (FRG)",49.45052,11.08048,"Facility/Infrastructure Attack",0
1976,"France",48.856644,2.34233,"Bombing/Explosion",0
1976,"France",48.856644,2.34233,"Bombing/Explosion",NA
1976,"United Kingdom",54.607712,-5.95621,"Assassination",2
1976,"West Germany (FRG)",50.11797,8.644191,"Assassination",1
1976,"West Germany (FRG)",48.139126,11.580186,"Bombing/Explosion",0
